,latitude,longitude,recorded_timestamp
0,13.759053,100.514214,2022-10-11 10:06:25
1,13.758935,100.514236,2022-10-11 10:11:25
2,13.757593,100.515419,2022-10-11 11:16:01
3,13.757019,100.514778,2022-10-11 13:05:02
4,13.756243,100.516632,2022-10-11 13:09:36
5,13.756122,100.51667,2022-10-11 13:13:31
6,13.755901,100.516815,2022-10-11 13:24:30
7,13.755817,100.516907,2022-10-11 13:35:03
8,13.755604,100.516914,2022-10-11 13:41:58
9,13.755483,100.517036,2022-10-11 13:46:29
10,13.755264,100.517029,2022-10-11 13:51:30
11,13.755259,100.517105,2022-10-11 13:53:32
12,13.754844,100.517273,2022-10-11 14:13:30
13,13.754804,100.517349,2022-10-11 14:18:17
14,13.75484,100.517265,2022-10-11 14:25:30
15,13.754703,100.517273,2022-10-11 14:38:48
16,13.754177,100.517288,2022-10-11 14:48:52
17,13.753931,100.517326,2022-10-11 14:53:56
18,13.753658,100.517334,2022-10-11 14:59:00
19,13.753384,100.517288,2022-10-11 15:04:04
20,13.753216,100.51725,2022-10-11 15:09:03
21,13.753156,100.517372,2022-10-11 15:14:05
22,13.752693,100.517448,2022-10-11 15:19:06
23,13.751713,100.517319,2022-10-11 15:24:08
24,13.750807,100.517265,2022-10-11 15:29:09
25,13.750501,100.517174,2022-10-11 15:34:02
26,13.750446,100.517059,2022-10-11 15:34:10
27,13.750073,100.517128,2022-10-11 15:39:12
28,13.749423,100.517105,2022-10-11 15:51:21
29,13.749067,100.516998,2022-10-12 08:16:02
30,13.748851,100.516853,2022-10-12 08:17:27
31,13.750773,100.517128,2022-10-12 08:20:47
32,13.752169,100.51738,2022-10-12 08:22:37
33,13.752159,100.517395,2022-10-12 08:24:37
34,13.751921,100.517365,2022-10-12 08:26:37
35,13.751892,100.517342,2022-10-12 08:28:37
36,13.751688,100.517387,2022-10-12 08:30:28
37,13.75167,100.517349,2022-10-12 08:30:36
38,13.752785,100.51738,2022-10-12 08:32:38
39,13.751842,100.517288,2022-10-12 08:34:28
40,13.751688,100.517273,2022-10-12 08:34:37
41,13.74693,100.516487,2022-10-12 08:40:09
42,13.746785,100.516525,2022-10-12 08:42:02
43,13.74498,100.516251,2022-10-12 08:44:03
44,13.743405,100.516006,2022-10-12 08:46:01
45,13.736111,100.515717,2022-10-12 08:55:01
46,13.735589,100.516724,2022-10-12 08:57:01
47,13.735922,100.515945,2022-10-12 08:58:56
48,13.735969,100.516068,2022-10-12 09:00:54
49,13.736075,100.516151,2022-10-12 09:03:20
50,13.735946,100.516006,2022-10-12 09:05:57
51,13.736194,100.516083,2022-10-12 09:08:09
52,13.73609,100.515976,2022-10-12 09:11:15
