,latitude,longitude,recorded_timestamp
0,13.715283,100.606567,2023-02-02 12:29:13
1,13.714983,100.606293,2023-02-02 12:33:48
2,13.714981,100.606293,2023-02-02 12:33:54
3,13.714751,100.606117,2023-02-02 12:38:53
4,13.714704,100.606087,2023-02-02 12:51:32
5,13.714441,100.60585,2023-02-02 12:56:24
6,13.714099,100.605164,2023-02-02 13:01:27
7,13.713984,100.604889,2023-02-02 13:03:02
8,13.713852,100.603897,2023-02-02 13:07:58
9,13.713905,100.603775,2023-02-02 13:08:28
10,13.713713,100.602737,2023-02-02 13:13:33
11,13.713219,100.601891,2023-02-02 13:18:34
12,13.712463,100.601639,2023-02-02 13:23:37
13,13.711979,100.602379,2023-02-02 13:27:02
14,13.71117,100.602715,2023-02-02 13:31:47
15,13.712295,100.602615,2023-02-02 13:36:38
16,13.712059,100.602425,2023-02-02 14:06:35
17,13.713037,100.603912,2023-02-02 14:14:04
18,13.712212,100.602028,2023-02-02 14:24:41
19,13.712211,100.602242,2023-02-02 15:01:24
20,13.712183,100.601944,2023-02-02 17:13:54
21,13.712183,100.601944,2023-02-02 17:13:54
22,13.712176,100.602623,2023-02-02 17:29:13
23,13.712137,100.602158,2023-02-02 17:33:15
24,13.712137,100.602158,2023-02-02 17:33:15
25,13.71242,100.602264,2023-02-02 17:38:40
26,13.71242,100.602264,2023-02-02 17:38:40
27,13.712445,100.602287,2023-02-02 17:38:46
28,13.712445,100.602287,2023-02-02 17:38:46
29,13.712285,100.602234,2023-02-02 17:43:20
30,13.712285,100.602234,2023-02-02 17:43:22
31,13.712285,100.602234,2023-02-02 17:43:22
32,13.711987,100.602509,2023-02-02 17:48:14
33,13.711987,100.602509,2023-02-02 17:48:14
34,13.711614,100.602615,2023-02-02 18:10:36
35,13.71119,100.602615,2023-02-02 18:15:31
36,13.71119,100.602615,2023-02-02 18:15:31
37,13.711746,100.602493,2023-02-02 18:21:47
38,13.711746,100.602493,2023-02-02 18:21:47
39,13.711569,100.602768,2023-02-02 18:26:32
40,13.711569,100.602768,2023-02-02 18:26:32
41,13.710715,100.601776,2023-02-02 19:13:16
42,13.710715,100.601776,2023-02-02 19:13:16
43,13.71272,100.60305,2023-02-02 19:15:26
44,13.711585,100.602547,2023-02-02 19:20:08
45,13.711585,100.602547,2023-02-02 19:20:08
46,13.712798,100.603004,2023-02-02 21:13:11
47,13.712907,100.602753,2023-02-02 21:17:31
48,13.712907,100.602753,2023-02-02 21:17:31
49,13.713177,100.603683,2023-02-03 03:01:36
50,13.712534,100.60244,2023-02-03 03:05:53
51,13.712534,100.60244,2023-02-03 03:05:53
52,13.711735,100.602219,2023-02-03 04:06:02
53,13.712986,100.603294,2023-02-03 05:22:45
54,13.711829,100.602707,2023-02-03 05:26:35
55,13.712139,100.601868,2023-02-03 05:31:30
56,13.712139,100.601868,2023-02-03 05:31:30
57,13.710936,100.601097,2023-02-03 06:13:04
58,13.710936,100.601097,2023-02-03 06:13:04
59,13.711133,100.600807,2023-02-03 06:18:00
60,13.711802,100.597595,2023-02-03 07:18:31
61,13.711787,100.597588,2023-02-03 07:23:05
62,13.710769,100.597031,2023-02-03 07:33:30
