,latitude,longitude,recorded_timestamp
0,13.651105,100.530434,2023-02-02 08:21:42
1,13.651105,100.530434,2023-02-02 08:21:42
2,13.653996,100.531982,2023-02-02 15:06:05
3,13.651105,100.530434,2023-02-02 15:21:42
4,13.651111,100.530342,2023-02-02 19:09:23
5,13.648826,100.530266,2023-02-03 05:56:32
6,13.648826,100.530266,2023-02-03 05:56:32
7,13.648571,100.530304,2023-02-03 08:07:02
8,13.648571,100.530304,2023-02-03 08:07:02
9,13.649541,100.530159,2023-02-03 18:46:30
10,13.649541,100.530159,2023-02-03 18:46:30
11,13.648784,100.530045,2023-02-03 19:01:09
12,13.648784,100.530045,2023-02-03 19:01:09
13,13.648346,100.530518,2023-02-03 19:05:31
14,13.648346,100.530518,2023-02-03 19:05:31
15,13.648054,100.532486,2023-02-03 19:13:30
16,13.645748,100.533424,2023-02-03 19:18:32
17,13.6428,100.534302,2023-02-03 19:23:33
18,13.639782,100.535378,2023-02-03 19:28:34
19,13.627618,100.542984,2023-02-03 19:49:00
20,13.624943,100.545609,2023-02-03 19:58:35
21,13.623721,100.547066,2023-02-03 20:03:41
22,13.622421,100.548607,2023-02-03 20:08:40
23,13.617552,100.555252,2023-02-03 20:29:01
24,13.617354,100.555595,2023-02-03 20:33:48
25,13.617308,100.555702,2023-02-03 20:38:44
26,13.617308,100.555702,2023-02-03 20:38:44
27,13.61703,100.556198,2023-02-03 20:43:48
28,13.616709,100.55658,2023-02-03 20:48:44
29,13.616417,100.557274,2023-02-03 20:53:46
30,13.615974,100.557983,2023-02-03 20:58:45
31,13.616152,100.558144,2023-02-03 21:03:47
32,13.616153,100.558144,2023-02-03 21:08:43
33,13.616185,100.558052,2023-02-04 00:50:30
34,13.616185,100.558052,2023-02-04 00:50:30
35,13.61627,100.558128,2023-02-04 00:55:10
36,13.616211,100.558167,2023-02-04 01:00:11
37,13.616392,100.558266,2023-02-04 01:25:16
38,13.61632,100.558357,2023-02-04 01:45:56
39,13.616085,100.558586,2023-02-04 01:50:21
40,13.616085,100.558586,2023-02-04 01:50:21
41,13.616094,100.558563,2023-02-04 01:55:24
42,13.616203,100.558434,2023-02-04 02:01:11
43,13.616284,100.558372,2023-02-04 02:05:24
44,13.616379,100.558121,2023-02-04 02:10:24
45,13.616474,100.558174,2023-02-04 16:42:23
46,13.616434,100.558167,2023-02-04 16:47:33
47,13.616476,100.558098,2023-02-04 16:52:32
48,13.616505,100.55809,2023-02-04 17:07:27
49,13.616505,100.55809,2023-02-04 17:07:27
50,13.616506,100.558128,2023-02-04 17:12:35
51,13.616529,100.558189,2023-02-04 17:17:36
52,13.616446,100.558083,2023-02-04 17:22:37
53,13.616449,100.558121,2023-02-04 17:27:41
54,13.616481,100.558121,2023-02-04 17:32:43
55,13.616494,100.558121,2023-02-04 17:37:41
56,13.616499,100.558174,2023-02-04 17:42:41
57,13.616448,100.558167,2023-02-04 17:47:41
58,13.616486,100.558235,2023-02-04 17:52:42
59,13.616514,100.558281,2023-02-04 17:57:42
60,13.616475,100.55822,2023-02-04 18:02:48
61,13.616485,100.558235,2023-02-04 18:07:48
62,13.616529,100.558281,2023-02-04 18:12:47
63,13.616575,100.55825,2023-02-04 18:17:48
64,13.616501,100.558258,2023-02-04 18:22:48
65,13.616505,100.55825,2023-02-04 18:27:49
66,13.616503,100.558243,2023-02-04 18:32:46
67,13.616456,100.558243,2023-02-04 18:37:44
68,13.616422,100.558334,2023-02-04 18:42:46
69,13.616353,100.558426,2023-02-04 18:47:48
70,13.616237,100.558617,2023-02-04 18:52:48
71,13.616116,100.558754,2023-02-04 18:57:47
72,13.616116,100.558754,2023-02-04 18:57:47
73,13.616015,100.559143,2023-02-04 19:02:53
74,13.615809,100.559372,2023-02-04 19:07:58
75,13.615727,100.559624,2023-02-04 19:12:58
76,13.615658,100.559547,2023-02-04 19:17:59
77,13.615658,100.559547,2023-02-04 19:17:59
78,13.615742,100.559593,2023-02-04 19:23:00
79,13.615742,100.559593,2023-02-04 19:23:00
80,13.6157,100.559593,2023-02-04 19:27:56
81,13.615701,100.559525,2023-02-04 19:33:00
82,13.615733,100.559616,2023-02-04 19:37:58
83,13.615666,100.559586,2023-02-04 19:43:00
84,13.615761,100.559647,2023-02-04 19:47:57
85,13.615717,100.559601,2023-02-04 19:52:58
86,13.615644,100.559563,2023-02-04 19:57:58
87,13.615654,100.559563,2023-02-04 20:03:00
88,13.615585,100.559525,2023-02-04 20:08:05
89,13.615632,100.559578,2023-02-04 20:13:03
90,13.615632,100.559578,2023-02-04 20:13:03
91,13.615595,100.559555,2023-02-04 20:18:04
92,13.615595,100.559555,2023-02-04 20:18:04
93,13.615658,100.559586,2023-02-04 20:28:00
94,13.615649,100.559494,2023-02-04 20:48:32
95,13.615649,100.559494,2023-02-04 20:48:32
96,13.615656,100.559532,2023-02-04 20:53:07
97,13.615641,100.559494,2023-02-04 20:58:06
98,13.615562,100.559494,2023-02-04 21:03:06
99,13.615667,100.559464,2023-02-04 21:08:06
100,13.615591,100.559547,2023-02-04 21:13:07
101,13.615675,100.55938,2023-02-04 21:18:06
102,13.615541,100.559593,2023-02-04 21:23:14
103,13.615688,100.559677,2023-02-04 21:28:15
104,13.615707,100.559669,2023-02-04 21:33:07
105,13.61574,100.559654,2023-02-05 01:45:31
106,13.61574,100.559654,2023-02-05 01:45:31
107,13.615887,100.559738,2023-02-05 02:00:31
108,13.616434,100.560066,2023-02-05 03:03:32
109,13.616434,100.560066,2023-02-05 03:03:32
110,13.616431,100.560074,2023-02-05 03:18:24
111,13.616304,100.560081,2023-02-05 03:23:31
112,13.616304,100.560081,2023-02-05 03:23:31
113,13.616304,100.560081,2023-02-05 03:23:31
114,13.616401,100.560135,2023-02-05 03:28:30
115,13.616401,100.560135,2023-02-05 03:28:30
116,13.616419,100.560097,2023-02-05 03:33:33
