,latitude,longitude,recorded_timestamp
0,13.657944,100.555939,2023-02-02 08:08:30
1,13.657944,100.555939,2023-02-02 08:08:30
2,13.657944,100.555939,2023-02-02 08:08:30
3,13.658021,100.555878,2023-02-02 16:22:00
4,13.657912,100.555962,2023-02-03 13:57:31
5,13.657977,100.555954,2023-02-03 14:51:34
6,13.657977,100.555954,2023-02-03 14:51:34
7,13.657888,100.55603,2023-02-03 14:56:24
8,13.657983,100.555946,2023-02-03 15:02:31
9,13.657983,100.555946,2023-02-03 15:02:31
10,13.657927,100.555946,2023-02-03 17:27:29
11,13.657927,100.555946,2023-02-03 17:27:29
12,13.657933,100.555931,2023-02-03 17:36:57
13,13.657877,100.55603,2023-02-03 18:13:02
14,13.657918,100.555962,2023-02-04 05:54:32
15,13.657737,100.556084,2023-02-04 06:56:13
16,13.657327,100.556702,2023-02-04 07:01:30
17,13.657327,100.556702,2023-02-04 07:01:30
18,13.657327,100.556702,2023-02-04 07:01:30
19,13.657855,100.557213,2023-02-04 07:06:45
20,13.657855,100.557213,2023-02-04 07:06:45
21,13.657439,100.55748,2023-02-04 07:11:31
22,13.657525,100.557869,2023-02-04 07:16:40
23,13.657465,100.558044,2023-02-04 07:21:36
24,13.657596,100.558006,2023-02-04 07:26:36
25,13.657421,100.558022,2023-02-04 07:31:39
26,13.657584,100.558281,2023-02-04 07:36:42
27,13.657584,100.558281,2023-02-04 07:36:42
28,13.65748,100.558228,2023-02-04 07:41:43
29,13.657409,100.558701,2023-02-04 07:46:44
30,13.656561,100.559174,2023-02-04 07:51:45
31,13.65694,100.559822,2023-02-04 07:56:44
32,13.657513,100.559837,2023-02-04 08:01:56
33,13.657513,100.559837,2023-02-04 08:01:56
34,13.657391,100.559959,2023-02-04 08:06:54
35,13.657394,100.560379,2023-02-04 08:08:30
36,13.657394,100.560379,2023-02-04 08:08:30
37,13.657705,100.56041,2023-02-04 08:15:04
38,13.657705,100.56041,2023-02-04 08:15:04
39,13.657029,100.558563,2023-02-04 08:24:57
40,13.657029,100.558563,2023-02-04 08:24:57
41,13.656814,100.558884,2023-02-04 08:29:23
42,13.656814,100.558884,2023-02-04 08:29:23
43,13.65681,100.559357,2023-02-04 08:34:24
44,13.656721,100.560074,2023-02-04 08:39:25
45,13.656695,100.560883,2023-02-04 08:44:24
46,13.656892,100.561775,2023-02-04 08:49:27
47,13.656908,100.562584,2023-02-04 08:54:25
48,13.657044,100.56337,2023-02-04 08:59:27
49,13.657183,100.564194,2023-02-04 09:04:28
50,13.65733,100.565117,2023-02-04 09:09:27
51,13.65754,100.565903,2023-02-04 09:14:28
52,13.65778,100.566765,2023-02-04 09:19:28
53,13.658015,100.567505,2023-02-04 09:24:28
54,13.658207,100.568207,2023-02-04 09:29:28
55,13.658437,100.568954,2023-02-04 09:34:29
56,13.65863,100.569679,2023-02-04 09:39:29
57,13.658794,100.570259,2023-02-04 09:44:32
58,13.658982,100.57074,2023-02-04 09:49:35
59,13.659168,100.570747,2023-02-04 09:54:36
60,13.659442,100.570557,2023-02-04 09:59:35
61,13.659686,100.570457,2023-02-04 10:04:36
62,13.659922,100.570396,2023-02-04 10:09:35
63,13.66024,100.570152,2023-02-04 10:14:36
64,13.660287,100.57,2023-02-04 10:19:35
65,13.66047,100.56971,2023-02-04 10:24:37
66,13.660545,100.569481,2023-02-04 10:29:36
67,13.660692,100.569237,2023-02-04 10:34:36
68,13.660844,100.569061,2023-02-04 10:39:38
69,13.660912,100.568886,2023-02-04 10:44:36
70,13.660956,100.568527,2023-02-04 10:49:37
71,13.66085,100.56823,2023-02-04 10:54:37
72,13.660615,100.567894,2023-02-04 10:59:38
73,13.660298,100.567612,2023-02-04 11:04:39
74,13.659891,100.567307,2023-02-04 11:09:40
75,13.659857,100.567276,2023-02-04 11:14:44
76,13.659876,100.567253,2023-02-04 11:19:42
77,13.659852,100.56723,2023-02-04 11:25:40
78,13.659852,100.56723,2023-02-04 11:25:40
79,13.659852,100.56723,2023-02-04 11:25:40
80,13.659781,100.567154,2023-02-04 11:55:01
81,13.659601,100.566727,2023-02-04 11:59:19
82,13.659271,100.566277,2023-02-04 12:04:19
83,13.659021,100.565514,2023-02-04 12:09:19
84,13.658837,100.56517,2023-02-04 12:14:20
85,13.658525,100.564964,2023-02-04 12:19:21
86,13.658467,100.564491,2023-02-04 12:24:20
87,13.658568,100.56411,2023-02-04 12:29:24
88,13.658541,100.56424,2023-02-04 12:34:25
89,13.658516,100.564194,2023-02-04 12:49:33
90,13.658625,100.56414,2023-02-04 12:54:31
91,13.658643,100.564133,2023-02-04 12:59:44
92,13.658651,100.564125,2023-02-04 13:05:14
93,13.658651,100.564125,2023-02-04 13:05:14
94,13.659019,100.564003,2023-02-04 13:10:26
95,13.658662,100.564117,2023-02-04 13:14:39
96,13.658595,100.56414,2023-02-04 13:19:38
97,13.658542,100.564163,2023-02-04 13:24:36
98,13.658525,100.564156,2023-02-04 13:29:39
99,13.658585,100.564117,2023-02-04 13:34:44
100,13.658571,100.564148,2023-02-04 13:39:36
101,13.658589,100.564171,2023-02-04 13:44:39
102,13.658537,100.564171,2023-02-04 13:49:42
103,13.658564,100.564178,2023-02-04 13:55:07
104,13.658522,100.564217,2023-02-04 13:59:48
105,13.658477,100.564133,2023-02-04 14:04:46
106,13.658542,100.564209,2023-02-04 14:09:45
107,13.658542,100.564209,2023-02-04 14:09:45
108,13.658628,100.564163,2023-02-04 14:14:54
109,13.65856,100.564102,2023-02-04 14:20:13
110,13.658593,100.564331,2023-02-04 14:25:08
111,13.658542,100.564247,2023-02-04 14:29:45
112,13.65852,100.564209,2023-02-04 14:34:56
113,13.658445,100.564186,2023-02-04 14:39:47
114,13.658472,100.564232,2023-02-04 14:44:44
115,13.658525,100.564209,2023-02-04 14:49:48
116,13.658577,100.564301,2023-02-04 14:54:59
117,13.658584,100.564232,2023-02-04 14:59:49
118,13.658551,100.564194,2023-02-04 15:04:47
119,13.658582,100.56414,2023-02-04 15:09:46
120,13.658648,100.564194,2023-02-04 15:14:46
121,13.658634,100.564156,2023-02-04 15:19:48
122,13.658586,100.564278,2023-02-04 15:24:46
123,13.658641,100.564293,2023-02-04 15:29:54
124,13.658692,100.564316,2023-02-04 15:34:55
125,13.658556,100.564308,2023-02-04 15:40:23
126,13.658642,100.564354,2023-02-04 15:45:07
127,13.658659,100.564346,2023-02-04 15:50:29
128,13.658659,100.564346,2023-02-04 15:50:29
129,13.658659,100.564339,2023-02-04 15:50:30
130,13.658659,100.564339,2023-02-04 15:50:30
131,13.658948,100.564339,2023-02-04 15:56:30
132,13.658635,100.564362,2023-02-04 16:01:14
133,13.658635,100.564362,2023-02-04 16:01:14
134,13.658686,100.564651,2023-02-04 16:12:03
135,13.658668,100.564362,2023-02-04 16:17:13
136,13.658471,100.563759,2023-02-04 16:48:16
137,13.658471,100.563759,2023-02-04 16:48:16
138,13.65875,100.564278,2023-02-04 17:47:37
139,13.65875,100.564278,2023-02-04 17:47:37
140,13.658808,100.564339,2023-02-05 03:42:21
141,13.658808,100.564339,2023-02-05 03:42:21
142,13.658815,100.56427,2023-02-05 06:22:39
143,13.658716,100.564301,2023-02-05 06:27:15
144,13.658716,100.564301,2023-02-05 06:27:15
145,13.658771,100.564323,2023-02-05 06:32:14
146,13.65882,100.564323,2023-02-05 06:37:07
147,13.658826,100.564323,2023-02-05 06:42:10
148,13.658826,100.564323,2023-02-05 06:42:10
149,13.658838,100.5644,2023-02-05 06:47:23
150,13.658882,100.564354,2023-02-05 06:52:19
151,13.658803,100.564354,2023-02-05 06:55:02
152,13.658803,100.564354,2023-02-05 06:55:02
153,13.658826,100.564384,2023-02-05 06:59:33
154,13.658826,100.564384,2023-02-05 06:59:33
155,13.658623,100.564713,2023-02-05 07:01:46
156,13.658688,100.564362,2023-02-05 07:06:14
157,13.658688,100.564362,2023-02-05 07:06:14
158,13.658717,100.564354,2023-02-05 07:19:06
159,13.658651,100.564323,2023-02-05 07:23:44
160,13.65872,100.564346,2023-02-05 07:28:47
161,13.65872,100.564346,2023-02-05 07:28:47
162,13.658739,100.564362,2023-02-05 07:54:47
163,13.658694,100.564262,2023-02-05 08:01:37
164,13.658717,100.564255,2023-02-05 08:05:36
165,13.658717,100.564255,2023-02-05 08:05:36
166,13.658672,100.564323,2023-02-05 08:10:26
167,13.658724,100.564445,2023-02-05 08:15:38
168,13.658709,100.564285,2023-02-05 08:20:24
169,13.658716,100.564323,2023-02-05 08:25:33
170,13.658697,100.564407,2023-02-05 08:30:31
171,13.658741,100.564323,2023-02-05 08:35:36
