,latitude,longitude,recorded_timestamp
0,13.668124,100.527672,2022-05-14 15:46:02
1,13.666629,100.528084,2022-05-14 15:53:37
2,13.665946,100.528305,2022-05-14 15:58:37
3,13.665374,100.528542,2022-05-14 16:03:39
4,13.664883,100.528702,2022-05-14 16:08:40
5,13.66069,100.530144,2022-05-14 16:38:38
6,13.660085,100.530357,2022-05-14 16:43:30
7,13.656313,100.530006,2022-05-14 17:04:01
8,13.655499,100.530212,2022-05-14 17:08:37
9,13.654936,100.530197,2022-05-14 17:13:37
10,13.654317,100.530182,2022-05-14 17:18:40
11,13.653588,100.530205,2022-05-14 17:23:41
12,13.652774,100.530235,2022-05-14 17:28:35
13,13.651936,100.530243,2022-05-14 17:33:43
14,13.651062,100.530205,2022-05-14 17:38:58
15,13.649464,100.528755,2022-05-14 17:59:01
16,13.649069,100.528236,2022-05-14 18:03:52
17,13.64748,100.526947,2022-05-15 07:10:10
18,13.647427,100.526985,2022-05-15 07:36:57
19,13.647657,100.527023,2022-05-15 11:42:36
20,13.647597,100.526993,2022-05-15 12:11:45
21,13.647768,100.526962,2022-05-15 12:36:23
22,13.647744,100.526947,2022-05-15 14:49:25
23,13.64773,100.526985,2022-05-15 15:12:55
24,13.649416,100.52861,2022-05-16 00:12:37
25,13.651187,100.530296,2022-05-16 00:38:45
26,13.651936,100.530251,2022-05-16 00:43:48
27,13.652582,100.530182,2022-05-16 00:48:51
28,13.653185,100.530167,2022-05-16 00:53:53
29,13.653827,100.530205,2022-05-16 00:58:54
30,13.654507,100.530212,2022-05-16 01:03:59
31,13.656718,100.529984,2022-05-16 01:25:50
32,13.657125,100.530411,2022-05-16 01:30:52
33,13.657482,100.530838,2022-05-16 01:35:56
34,13.657994,100.531136,2022-05-16 01:40:56
35,13.65826,100.530991,2022-05-16 01:45:54
36,13.658211,100.531021,2022-05-16 02:02:30
37,13.658094,100.53096,2022-05-16 02:07:10
38,13.65801,100.531067,2022-05-16 02:12:09
39,13.657858,100.531067,2022-05-16 02:17:15
40,13.657704,100.530945,2022-05-16 02:22:13
41,13.657158,100.530609,2022-05-16 02:27:10
42,13.65679,100.530014,2022-05-16 02:32:13
43,13.654475,100.530197,2022-05-16 02:52:40
44,13.653824,100.530212,2022-05-16 02:57:40
45,13.653202,100.530212,2022-05-16 03:02:41
46,13.652553,100.530174,2022-05-16 03:07:45
47,13.651879,100.530197,2022-05-16 03:12:45
48,13.647903,100.527267,2022-05-16 08:29:01
49,13.649727,100.529335,2022-05-16 08:38:49
50,13.649846,100.529373,2022-05-16 09:14:25
51,13.649952,100.529297,2022-05-16 16:01:05
52,13.649914,100.529297,2022-05-16 16:05:57
53,13.649912,100.529274,2022-05-16 16:13:41
54,13.649961,100.529205,2022-05-16 16:18:42
55,13.649906,100.529221,2022-05-16 16:23:12
56,13.649789,100.52903,2022-05-16 16:31:43
57,13.649748,100.528923,2022-05-16 16:36:42
58,13.649671,100.52887,2022-05-16 17:17:00
59,13.649772,100.529076,2022-05-16 17:21:52
60,13.649024,100.528244,2022-05-16 17:26:55
61,13.648119,100.527557,2022-05-16 17:31:56
62,13.64763,100.527023,2022-05-16 17:37:00
63,13.646625,100.525803,2022-05-16 17:42:01
64,13.646915,100.525925,2022-05-16 17:47:02
65,13.6472,100.526344,2022-05-16 17:51:32
66,13.647952,100.527283,2022-05-16 18:03:30
67,13.648198,100.527542,2022-05-16 18:08:35
68,13.648316,100.527725,2022-05-16 18:13:36
69,13.648958,100.528206,2022-05-16 18:30:41
70,13.649358,100.528595,2022-05-16 18:37:16
71,13.650063,100.528542,2022-05-16 18:42:21
72,13.650218,100.52861,2022-05-16 18:47:11
73,13.650259,100.52858,2022-05-16 18:47:20
74,13.650229,100.528656,2022-05-16 18:52:17
75,13.650245,100.528603,2022-05-16 18:57:19
76,13.650392,100.528725,2022-05-16 19:16:01
77,13.650346,100.528725,2022-05-16 19:21:05
78,13.650314,100.528572,2022-05-16 19:26:04
79,13.650371,100.528549,2022-05-16 19:31:04
80,13.650326,100.52861,2022-05-16 19:31:29
81,13.650287,100.528542,2022-05-17 06:26:03
82,13.649971,100.528534,2022-05-17 06:37:32
83,13.650151,100.52874,2022-05-17 06:42:34
84,13.648681,100.527824,2022-05-17 06:47:30
85,13.647775,100.526939,2022-05-17 07:03:07
86,13.647495,100.526855,2022-05-17 07:08:04
87,13.647526,100.526802,2022-05-17 08:08:38
88,13.647498,100.526749,2022-05-17 08:13:36
89,13.647537,100.526787,2022-05-17 08:26:01
90,13.647228,100.526718,2022-05-17 08:30:59
91,13.647281,100.527016,2022-05-17 08:36:00
92,13.647252,100.526939,2022-05-18 17:29:28
93,13.647407,100.526802,2022-05-18 17:42:27
94,13.647703,100.526756,2022-05-19 13:04:24
95,13.647636,100.526909,2022-05-19 19:03:45
96,13.647454,100.526855,2022-05-19 19:08:43
97,13.64774,100.526695,2022-05-19 19:19:26
98,13.647653,100.526756,2022-05-19 19:24:21
99,13.647341,100.526573,2022-05-20 13:00:04
100,13.647668,100.526917,2022-05-21 13:44:59
101,13.647285,100.52655,2022-05-21 13:52:54
102,13.647664,100.526749,2022-05-21 14:07:52
103,13.647611,100.526863,2022-05-21 14:12:53
104,13.6475,100.526917,2022-05-21 14:17:58
105,13.64763,100.526787,2022-05-21 14:22:59
106,13.647489,100.526947,2022-05-21 14:31:32
107,13.647611,100.52684,2022-05-21 14:36:33
108,13.647302,100.52684,2022-05-21 20:32:54
109,13.647618,100.526909,2022-05-22 08:57:20
110,13.647652,100.526825,2022-05-22 09:02:12
111,13.647747,100.526863,2022-05-22 09:07:13
112,13.648109,100.526985,2022-05-22 10:51:39
113,13.64777,100.526764,2022-05-23 02:12:34
114,13.647683,100.52655,2022-05-23 04:10:40
115,13.647786,100.52681,2022-05-23 10:40:25
116,13.647819,100.526672,2022-05-23 10:45:10
117,13.647831,100.526665,2022-05-23 10:49:57
118,13.647823,100.526695,2022-05-23 10:55:04
119,13.648888,100.526474,2022-05-23 11:00:31
120,13.647459,100.526794,2022-05-24 15:01:18
121,13.647499,100.526924,2022-05-24 15:06:17
122,13.64732,100.526779,2022-05-24 15:48:11
123,13.647408,100.526772,2022-05-24 15:53:06
124,13.647369,100.526787,2022-05-24 15:55:09
125,13.647306,100.527122,2022-05-24 17:14:12
126,13.642629,100.520836,2022-06-17 12:27:39
127,13.64261,100.520866,2022-06-18 14:15:18
