,latitude,longitude,recorded_timestamp
0,13.715174,100.606415,2022-10-11 12:41:58
1,13.713714,100.603226,2022-10-11 13:19:01
2,13.713714,100.603233,2022-10-11 13:25:31
3,13.71369,100.603302,2022-10-11 13:30:10
4,13.71372,100.60321,2022-10-11 13:35:09
5,13.713863,100.603203,2022-10-12 08:46:20
6,13.713865,100.60334,2022-10-12 08:47:48
7,13.709182,100.595764,2022-10-12 14:02:30
8,13.709128,100.595772,2022-10-12 14:03:59
9,13.709125,100.595757,2022-10-12 14:05:59
10,13.709127,100.595764,2022-10-12 14:07:59
11,13.709328,100.595711,2022-10-13 08:37:28
