,latitude,longitude,recorded_timestamp
0,13.658115,100.553558,2022-05-14 15:05:17
1,13.657873,100.554237,2022-05-14 15:10:23
2,13.657655,100.55497,2022-05-14 15:15:23
3,13.657527,100.555542,2022-05-14 15:20:26
4,13.657448,100.556091,2022-05-14 15:25:26
5,13.657512,100.556335,2022-05-14 15:30:29
6,13.657607,100.556442,2022-05-14 15:35:29
7,13.657728,100.556404,2022-05-14 15:40:31
8,13.657727,100.556412,2022-05-14 15:45:23
9,13.657761,100.55645,2022-05-14 16:01:02
10,13.657691,100.55645,2022-05-14 16:05:37
11,13.65778,100.556404,2022-05-14 16:10:38
12,13.657725,100.556419,2022-05-14 16:15:43
13,13.657743,100.556389,2022-05-14 16:20:44
14,13.657723,100.556442,2022-05-14 16:25:42
15,13.657764,100.556442,2022-05-14 16:30:47
16,13.657718,100.556396,2022-05-14 16:35:48
17,13.657776,100.556419,2022-05-14 16:40:45
18,13.657774,100.556419,2022-05-14 16:45:48
19,13.657763,100.556488,2022-05-14 17:01:10
20,13.65779,100.556496,2022-05-14 17:06:09
21,13.657811,100.556526,2022-05-14 17:11:10
22,13.657791,100.556473,2022-05-14 17:16:15
23,13.657748,100.556503,2022-05-14 17:21:14
24,13.657773,100.556496,2022-05-14 17:26:20
25,13.657771,100.556503,2022-05-14 17:34:20
26,13.657769,100.556511,2022-05-14 17:39:20
27,13.657831,100.55645,2022-05-14 17:44:23
28,13.657801,100.55648,2022-05-14 17:49:26
29,13.657832,100.556366,2022-05-14 17:59:41
30,13.657793,100.556465,2022-05-14 18:04:42
31,13.657809,100.556374,2022-05-15 04:15:43
32,13.657794,100.556358,2022-05-15 04:20:35
33,13.657816,100.556229,2022-05-15 05:29:15
34,13.6578,100.556427,2022-05-15 11:36:14
35,13.657681,100.55648,2022-05-15 18:21:16
36,13.657799,100.556442,2022-05-15 18:26:08
37,13.657814,100.556305,2022-05-15 19:49:37
38,13.657836,100.556381,2022-05-15 19:54:34
39,13.657724,100.556236,2022-05-16 04:10:54
40,13.657859,100.556198,2022-05-16 04:15:48
41,13.657759,100.556252,2022-05-16 04:18:26
42,13.657867,100.55619,2022-05-16 04:53:38
